Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
JOHN DEMPSEY HOSPITAL,70036,CT,READM-30-HIP-KNEE-HRRP,,,1.033,5.6,5.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYHEALTH - KENT GENERAL HOSPITAL,80004,DE,READM-30-PN-HRRP,866.0,,1.0567,18.6,17.6,165.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NANTICOKE MEMORIAL HOSPITAL,80006,DE,READM-30-HIP-KNEE-HRRP,,,0.9981,4.9,4.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYHEALTH - MILFORD MEMORIAL HOSPITAL,80009,DE,READM-30-AMI-HRRP,96.0,,1.0109,20.2,20.0,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,DC,READM-30-HF-HRRP,126.0,,1.006,22.7,22.6,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL,100007,FL,READM-30-HF-HRRP,3489.0,,1.1335,24.9,21.9,875.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAPTIST HOSPITAL OF MIAMI,100008,FL,READM-30-AMI-HRRP,446.0,,0.908,15.2,16.8,63.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF MIAMI HOSPITAL,100009,FL,READM-30-COPD-HRRP,511.0,,1.0438,24.4,23.4,128.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF MIAMI HOSPITAL,100009,FL,READM-30-HF-HRRP,720.0,,1.1034,28.3,25.7,210.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH SHORE MEDICAL CENTER,100029,FL,READM-30-HF-HRRP,529.0,,1.0923,25.8,23.6,142.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYFRONT HEALTH - ST PETERSBURG,100032,FL,READM-30-HIP-KNEE-HRRP,340.0,,1.1016,5.7,5.1,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-HIP-KNEE-HRRP,294.0,,1.0592,5.8,5.4,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-PN-HRRP,351.0,,1.0036,17.3,17.2,61.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL REGIONAL HOSPITAL,100038,FL,READM-30-HIP-KNEE-HRRP,,,1.1267,6.2,5.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GULF COAST REGIONAL MEDICAL CENTER,100242,FL,READM-30-HIP-KNEE-HRRP,608.0,,0.9272,4.8,5.2,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LARGO MEDICAL CENTER,100248,FL,READM-30-COPD-HRRP,642.0,,1.033,21.6,20.9,141.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SEVEN RIVERS REGIONAL MEDICAL CENTER,100249,FL,READM-30-AMI-HRRP,135.0,,0.9542,18.1,19.0,22.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SEVEN RIVERS REGIONAL MEDICAL CENTER,100249,FL,READM-30-HIP-KNEE-HRRP,577.0,,0.9995,5.4,5.4,31.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RAULERSON HOSPITAL,100252,FL,READM-30-PN-HRRP,143.0,,1.066,19.4,18.2,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CAPITAL REGIONAL MEDICAL CENTER,100254,FL,READM-30-AMI-HRRP,134.0,,1.0472,16.9,16.1,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CAPITAL REGIONAL MEDICAL CENTER,100254,FL,READM-30-PN-HRRP,255.0,,1.045,16.5,15.8,45.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
REGIONAL MEDICAL CENTER BAYONET POINT,100256,FL,READM-30-HF-HRRP,643.0,,1.0876,23.6,21.7,157.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
REGIONAL MEDICAL CENTER BAYONET POINT,100256,FL,READM-30-HIP-KNEE-HRRP,279.0,,1.0544,5.7,5.5,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTH BAY HOSPITAL,100259,FL,READM-30-AMI-HRRP,83.0,,1.0908,22.0,20.2,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTH BAY HOSPITAL,100259,FL,READM-30-COPD-HRRP,442.0,,0.9926,19.3,19.5,85.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST LUCIE MEDICAL CENTER,100260,FL,READM-30-HF-HRRP,667.0,,1.0626,24.0,22.6,164.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEASE COUNTRYSIDE HOSPITAL,100265,FL,READM-30-HIP-KNEE-HRRP,,,0.8656,4.6,5.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEASE COUNTRYSIDE HOSPITAL,100265,FL,READM-30-PN-HRRP,574.0,,0.9068,15.6,17.2,83.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ENGLEWOOD COMMUNITY HOSPITAL,100267,FL,READM-30-COPD-HRRP,237.0,,0.9219,17.5,19.0,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PALMS WEST HOSPITAL,100269,FL,READM-30-AMI-HRRP,127.0,,0.9916,15.3,15.4,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLINGTON REGIONAL MEDICAL CENTER,100275,FL,READM-30-AMI-HRRP,68.0,,0.9841,17.4,17.7,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BROWARD HEALTH CORAL SPRINGS,100276,FL,READM-30-AMI-HRRP,,,0.996,23.0,23.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GOOD SAMARITAN MEDICAL CENTER,100287,FL,READM-30-AMI-HRRP,,,0.946,16.9,17.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARY'S MEDICAL CENTER,100288,FL,READM-30-PN-HRRP,,,0.9759,16.9,17.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WUESTHOFF MEDICAL CENTER-MELBOURNE,100291,FL,READM-30-HF-HRRP,132.0,,1.175,25.3,21.5,43.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAKEWOOD RANCH MEDICAL CENTER,100299,FL,READM-30-HF-HRRP,207.0,,1.0071,21.5,21.4,45.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAKEWOOD RANCH MEDICAL CENTER,100299,FL,READM-30-PN-HRRP,175.0,,0.9284,14.1,15.2,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST CLOUD REGIONAL MEDICAL CENTER,100302,FL,READM-30-HF-HRRP,178.0,,0.9619,22.6,23.5,38.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST CLOUD REGIONAL MEDICAL CENTER,100302,FL,READM-30-HIP-KNEE-HRRP,,,1.0228,5.1,5.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,GA,READM-30-HIP-KNEE-HRRP,1302.0,,0.9009,4.0,4.4,50.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CLEARVIEW  REGIONAL MEDICAL CENTER,110046,GA,READM-30-HF-HRRP,167.0,,0.9246,20.1,21.7,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MIDTOWN MEDICAL CENTER,110064,GA,READM-30-PN-HRRP,222.0,,1.0446,18.1,17.3,43.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
APPLING HOSPITAL,110071,GA,READM-30-COPD-HRRP,91.0,,0.996,19.0,19.1,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
APPLING HOSPITAL,110071,GA,READM-30-HF-HRRP,47.0,,1.0344,21.4,20.7,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DORMINY MEDICAL CENTER,110073,GA,READM-30-COPD-HRRP,105.0,,0.9345,17.7,19.0,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DORMINY MEDICAL CENTER,110073,GA,READM-30-HF-HRRP,70.0,,1.0293,21.9,21.3,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ATHENS REGIONAL MEDICAL CENTER,110074,GA,READM-30-AMI-HRRP,493.0,,0.8492,13.4,15.8,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ATHENS REGIONAL MEDICAL CENTER,110074,GA,READM-30-HIP-KNEE-HRRP,147.0,,1.2433,6.8,5.5,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,GA,READM-30-AMI-HRRP,78.0,,0.9867,17.6,17.8,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,GA,READM-30-HIP-KNEE-HRRP,,,0.9179,5.4,5.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,GA,READM-30-HF-HRRP,604.0,,0.9507,22.2,23.3,131.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,GA,READM-30-AMI-HRRP,422.0,,0.8906,14.9,16.7,57.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,GA,READM-30-COPD-HRRP,432.0,,0.9824,20.2,20.6,86.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,GA,READM-30-HIP-KNEE-HRRP,1359.0,,0.6787,2.9,4.2,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,110086,GA,READM-30-PN-HRRP,133.0,,0.9983,16.6,16.7,22.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COFFEE REGIONAL MEDICAL CENTER,110089,GA,READM-30-PN-HRRP,234.0,,1.0814,21.2,19.6,55.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"LIFEPOINT HOSPITALS, INC",110091,GA,READM-30-HIP-KNEE-HRRP,,,1.1643,5.9,5.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JEFFERSON HOSPITAL,110100,GA,READM-30-COPD-HRRP,39.0,,1.0586,20.6,19.4,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CRISP REGIONAL HOSPITAL,110104,GA,READM-30-AMI-HRRP,,,0.9639,18.7,19.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-HF-HRRP,199.0,,1.0088,21.9,21.7,44.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL CENTER OF CENTRAL GEORGIA,110107,GA,READM-30-HF-HRRP,909.0,,0.9326,20.9,22.4,186.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-COPD-HRRP,,,0.9746,14.6,15.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-PN-HRRP,,,1.0333,15.0,14.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-PN-HRRP,269.0,,0.963,17.3,18.0,44.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEADOWS REGIONAL MEDICAL CENTER,110128,GA,READM-30-COPD-HRRP,235.0,,0.9777,20.7,21.2,47.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-PN-HRRP,148.0,,0.9797,17.8,18.2,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CORAL GABLES HOSPITAL,100183,FL,READM-30-HF-HRRP,290.0,,1.2023,27.1,22.6,90.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-HF-HRRP,471.0,,1.1217,25.5,22.7,127.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-COPD-HRRP,527.0,,0.9838,20.1,20.5,105.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GREENWICH HOSPITAL ASSOCIATION,70018,CT,READM-30-PN-HRRP,462.0,,0.9915,14.6,14.7,67.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WINDHAM COMM MEM HOSP & HATCH HOSP,70021,CT,READM-30-AMI-HRRP,38.0,,1.1553,21.6,18.7,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
YALE-NEW HAVEN HOSPITAL,70022,CT,READM-30-COPD-HRRP,977.0,,1.0743,22.4,20.9,224.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"MEMORIAL HEALTH UNIV MED CEN, INC",110036,GA,READM-30-COPD-HRRP,302.0,,0.9108,18.7,20.5,50.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"MEMORIAL HEALTH UNIV MED CEN, INC",110036,GA,READM-30-PN-HRRP,211.0,,0.9481,14.9,15.7,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TRINITY HOSPITAL OF AUGUSTA,110039,GA,READM-30-AMI-HRRP,,,1.0662,19.2,18.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TRINITY HOSPITAL OF AUGUSTA,110039,GA,READM-30-HIP-KNEE-HRRP,,,1.0007,5.4,5.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TRINITY HOSPITAL OF AUGUSTA,110039,GA,READM-30-PN-HRRP,166.0,,0.9781,14.7,15.0,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR PAULDING HOSPITAL,110042,GA,READM-30-HF-HRRP,81.0,,1.02,22.0,21.6,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR PAULDING HOSPITAL,110042,GA,READM-30-PN-HRRP,158.0,,0.9944,16.1,16.1,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-HIP-KNEE-HRRP,339.0,,0.9856,5.4,5.5,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-COPD-HRRP,123.0,,1.0515,21.5,20.4,30.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-AMI-HRRP,679.0,,1.1118,18.0,16.2,128.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-PN-HRRP,220.0,,0.9976,15.1,15.1,33.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYFRONT HEALTH DADE CITY,100211,FL,READM-30-PN-HRRP,67.0,,1.0635,16.4,15.4,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BLAKE MEDICAL CENTER,100213,FL,READM-30-COPD-HRRP,626.0,,1.0953,20.6,18.8,135.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-HIP-KNEE-HRRP,329.0,,1.4078,7.2,5.1,30.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-HF-HRRP,725.0,,1.0564,24.2,22.9,179.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-HIP-KNEE-HRRP,201.0,,1.131,6.3,5.6,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHSIDE HOSPITAL,100238,FL,READM-30-PN-HRRP,267.0,,1.2012,22.9,19.1,74.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JOHNS HOSPITAL,140053,IL,READM-30-HF-HRRP,918.0,,0.8847,19.5,22.0,172.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JERSEY COMMUNITY HOSPITAL,140059,IL,READM-30-PN-HRRP,311.0,,1.0867,18.2,16.7,62.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RUSH OAK PARK HOSPITAL,140063,IL,READM-30-COPD-HRRP,195.0,,1.0808,23.3,21.5,51.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RUSH OAK PARK HOSPITAL,140063,IL,READM-30-HF-HRRP,272.0,,1.0245,23.4,22.8,65.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,READM-30-HF-HRRP,684.0,,0.9373,20.6,22.0,137.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,READM-30-HIP-KNEE-HRRP,327.0,,1.5562,8.5,5.5,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT FRANCIS MEDICAL CENTER,140067,IL,READM-30-PN-HRRP,535.0,,1.0686,18.1,16.9,101.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,READM-30-HIP-KNEE-HRRP,254.0,,1.3587,7.2,5.3,24.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LORETTO HOSPITAL,140083,IL,READM-30-PN-HRRP,79.0,,1.0436,21.5,20.6,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MC DONOUGH DISTRICT HOSPITAL,140089,IL,READM-30-COPD-HRRP,163.0,,0.9713,17.8,18.3,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT ANTHONY HOSPITAL,140095,IL,READM-30-COPD-HRRP,120.0,,1.0394,20.2,19.5,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MORRIS HOSPITAL & HEALTHCARE CENTERS,140101,IL,READM-30-AMI-HRRP,88.0,,1.0337,16.3,15.7,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST BERNARD HOSPITAL,140103,IL,READM-30-HF-HRRP,224.0,,1.1048,23.7,21.4,59.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,140110,IL,READM-30-HIP-KNEE-HRRP,,,1.0336,4.7,4.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,140110,IL,READM-30-PN-HRRP,298.0,,1.0826,15.7,14.5,52.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE COVENANT MEDICAL CENTER,140113,IL,READM-30-HF-HRRP,398.0,,1.1077,23.4,21.1,99.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE COVENANT MEDICAL CENTER,140113,IL,READM-30-HIP-KNEE-HRRP,193.0,,1.2759,6.5,5.1,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
METROSOUTH MEDICAL CENTER,140118,IL,READM-30-HIP-KNEE-HRRP,158.0,,1.1383,5.5,4.8,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PEKIN MEMORIAL HOSPITAL,140120,IL,READM-30-COPD-HRRP,277.0,,1.24,23.4,18.9,80.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HINSDALE HOSPITAL,140122,IL,READM-30-COPD-HRRP,250.0,,0.9885,20.3,20.6,50.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE BROMENN MEDICAL CENTER,140127,IL,READM-30-HIP-KNEE-HRRP,599.0,,1.0356,4.7,4.6,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE BROMENN MEDICAL CENTER,140127,IL,READM-30-PN-HRRP,274.0,,0.8488,13.3,15.6,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHWESTERN LAKE FOREST HOSPITAL,140130,IL,READM-30-HIP-KNEE-HRRP,683.0,,1.0494,5.1,4.9,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DECATUR MEMORIAL HOSPITAL,140135,IL,READM-30-PN-HRRP,536.0,,0.9435,16.2,17.2,83.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARGARETS HOSPITAL,140143,IL,READM-30-PN-HRRP,273.0,,1.0219,17.4,17.1,49.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RICHLAND MEMORIAL HOSPITAL,140147,IL,READM-30-HF-HRRP,159.0,,1.0802,21.7,20.1,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL MEDICAL CENTER,140148,IL,READM-30-AMI-HRRP,724.0,,0.8811,14.6,16.5,99.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-HF-HRRP,,,0.958,17.0,17.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-HIP-KNEE-HRRP,,,0.8948,4.3,4.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-COPD-HRRP,69.0,,1.0051,18.3,18.2,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-PN-HRRP,,,0.9671,14.3,14.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR COBB HOSPITAL,110143,GA,READM-30-HIP-KNEE-HRRP,377.0,,0.8863,4.3,4.8,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OCONEE REGIONAL MEDICAL CENTER,110150,GA,READM-30-HIP-KNEE-HRRP,,,1.0162,4.9,4.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PERRY HOSPITAL,110153,GA,READM-30-HIP-KNEE-HRRP,,,1.0708,5.0,4.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLISEUM MEDICAL CENTERS,110164,GA,READM-30-COPD-HRRP,397.0,,0.9944,19.5,19.6,77.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-HF-HRRP,301.0,,1.0426,21.8,20.9,68.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DOCTORS HOSPITAL,110177,GA,READM-30-HF-HRRP,253.0,,1.1647,26.4,22.6,76.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHESTATEE REGIONAL HOSPITAL,110187,GA,READM-30-HF-HRRP,79.0,,1.018,21.5,21.1,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SACRED HEART HOSPITAL ON THE GULF,100313,FL,READM-30-PN-HRRP,,,1.0082,16.2,16.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VIERA HOSPITAL,100315,FL,READM-30-AMI-HRRP,,,0.9377,18.6,19.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL WESLEY CHAPEL,100319,FL,READM-30-PN-HRRP,,,0.9475,14.8,15.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARY'S HOSPITAL,110006,GA,READM-30-COPD-HRRP,181.0,,0.8546,16.3,19.1,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST GEORGIA MEDICAL CENTER,110016,GA,READM-30-AMI-HRRP,159.0,,1.0709,17.3,16.1,31.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST GEORGIA MEDICAL CENTER,110016,GA,READM-30-HF-HRRP,362.0,,0.9448,20.8,22.0,72.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEWTON MEDICAL CENTER,110018,GA,READM-30-AMI-HRRP,88.0,,1.068,17.7,16.6,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEWTON MEDICAL CENTER,110018,GA,READM-30-HIP-KNEE-HRRP,,,1.0571,5.1,4.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GORDON HOSPITAL,110023,GA,READM-30-AMI-HRRP,,,1.0224,17.5,17.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CANDLER HOSPITAL,110024,GA,READM-30-COPD-HRRP,546.0,,0.9191,18.7,20.3,96.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CARTERSVILLE MEDICAL CENTER,110030,GA,READM-30-COPD-HRRP,320.0,,0.9632,19.9,20.6,61.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CARTERSVILLE MEDICAL CENTER,110030,GA,READM-30-HF-HRRP,272.0,,0.9887,21.9,22.2,59.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SPALDING REGIONAL HOSPITAL,110031,GA,READM-30-AMI-HRRP,146.0,,0.961,15.1,15.7,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SPALDING REGIONAL HOSPITAL,110031,GA,READM-30-COPD-HRRP,500.0,,0.9845,18.4,18.7,91.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STEPHENS COUNTY HOSPITAL,110032,GA,READM-30-AMI-HRRP,,,1.004,17.8,17.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STEPHENS COUNTY HOSPITAL,110032,GA,READM-30-COPD-HRRP,132.0,,0.9711,16.6,17.1,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STEPHENS COUNTY HOSPITAL,110032,GA,READM-30-HIP-KNEE-HRRP,,,1.1202,4.5,4.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,110034,GA,READM-30-AMI-HRRP,132.0,,1.1138,18.4,16.5,30.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,110034,GA,READM-30-COPD-HRRP,106.0,,1.0739,20.8,19.4,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,110034,GA,READM-30-PN-HRRP,177.0,,1.026,17.7,17.2,33.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WELLSTAR KENNESTONE HOSPITAL,110035,GA,READM-30-AMI-HRRP,523.0,,0.9437,15.3,16.2,77.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RIVERSIDE MEDICAL CENTER,140186,IL,READM-30-PN-HRRP,488.0,,0.9594,17.6,18.3,83.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
